publisher,genres,title,release_date,price,id,developer
"FrozenCrate, LLC","('Action', 'Casual', 'Indie')",Degauss,2017-11-03,14,711870,"FrozenCrate, LLC"
TSS Studio,"('Adventure', 'Casual', 'Indie', 'Simulation')",Save the Lamb,2017-11-03,1,738430,TSS Studio
Fellowplayer,"('Action', 'Adventure', 'Indie')",Survivor of Eschewal,2017-11-05,2,738260,Luke Cripps
Hemball Studios,"('Action', 'Indie', 'Strategy')",CaveDuel,2017-11-03,0,706310,Hemball Studios
Titan Deep Space Company,"('Action', 'Indie', 'Simulation')",Math Combat Challenge,2017-11-03,14,673870,Titan Deep Space Company
Jan Ostermann,"('Casual', 'Indie', 'Sports', 'Strategy')",More Than Just Chess,2017-11-03,4,729650,Jan Ostermann
Fold Up Studios,"('Casual', 'Free to Play', 'Indie')","Morgan lives in a Rocket House in VR - ""Tip Jar"" Costume Pack",2017-11-03,1,736550,Fold Up Studios
"Knightmare Games, Limited","('Action', 'Casual', 'Indie')",Spark,2017-11-10,6,601130,"Knightmare Games, Limited"
Aldorlea Games,"('Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy')",The King's Heroes - Official Guide,2017-11-03,4,741780,Aldorlea Games
Best Friend Games,"('Casual', 'Indie')",Artifact Quest 2,2017-11-03,4,718080,Best Friend Games
EvilCoGames,"('Adventure', 'Casual', 'Indie', 'RPG')",Star Story: The Horizon Escape,2017-09-05,14,610310,EvilCoGames
Frolov Pavel,"('Casual', 'Indie')",Woody Blox,2017-11-04,0,732550,Frolov Pavel
bad monkee,"('Action', 'Indie', 'Sports', 'Strategy')",World War Party: Game Of Trump,2017-11-11,0,705410,bad monkee
The Game Creators,"('Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities', 'Web Publishing')",AppGameKit - Shader Pack,2017-11-06,24,710830,Jan Bögemann
Spike Productions,"('Action', 'Adventure', 'Casual', 'Indie', 'Simulation')",Turtle Quest,2017-11-06,3,732800,Spike Productions
"Play Way S.A., Ultimate Games S.A.","('Action', 'Casual', 'Indie')",Bouncy Bob - Soundtrack,2017-11-02,0,739160,All Those Moments
Big Fish Games,"('Adventure', 'Casual')",Witch Hunters: Full Moon Ceremony Collector's Edition,2017-11-06,12,729950,Top Evidence Studio
Stephen Wu,"('Indie', 'Strategy')",One More Night: BiO Clinic,2017-11-25,4,735650,Stephen Wu
NedoStudio,"('Casual', 'Indie')",illie,2017-11-06,0,740570,NedoStudio
GrowFall Studios,"('Action', 'Indie')",Bit Bullet,2017-11-06,3,726260,GrowFall Studios
Boogygames Studios,"('Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Sports', 'Strategy')",Klondike Solitaire Kings - Money Cat,2017-11-03,2,748280,Boogygames Studios
EmberSparkz,"('Indie', 'Early Access')",Critters - Cute Cubs in a Cruel World,2017-11-06,15,717280,EmberSparkz
ArcaneRaise,"('Adventure', 'Casual', 'Indie', 'RPG', 'Strategy')",Oda (Character for Occult preRaise),2017-11-06,2,741283,Arcane Raise
ArcaneRaise,"('Adventure', 'Casual', 'Indie', 'RPG', 'Strategy')",Kiona (Character for Occult preRaise),2017-11-06,2,741284,Arcane Raise
ArcaneRaise,"('Adventure', 'Casual', 'Indie', 'RPG', 'Strategy')",Kabot (Character for Occult preRaise),2017-11-06,2,741311,Arcane Raise
ArcaneRaise,"('Adventure', 'Casual', 'Indie', 'RPG', 'Strategy')",Birch (Character for Occult preRaise),2017-11-06,2,741310,Arcane Raise
ArcaneRaise,"('Adventure', 'Casual', 'Indie', 'RPG', 'Strategy')",Zorad (Character for Occult preRaise),2017-11-06,2,741312,Arcane Raise
ArcaneRaise,"('Adventure', 'Casual', 'Indie', 'RPG', 'Strategy')",Spencer (Character for Occult preRaise),2017-11-06,2,741314,Arcane Raise
Buka Entertainment,"('Adventure',)",Red Comrades 3: Return of Alaska. Reloaded,2017-11-07,4,546220,"Buka Development,Saturn Plus"
Slitherine Ltd.,"('Simulation', 'Strategy')",Command LIVE - Black Gold Blitz,2017-11-07,2,729630,WarfareSims
gtscom,"('Action', 'Casual', 'Indie', 'Simulation')",Chopper: Attack helicopters - Rencounter,2017-11-07,0,715780,gtscom
RunServer,"('Adventure', 'Casual', 'Indie')",Dream Hills: Captured Magic,2017-10-20,3,657070,Mysterytag
SEGA,"('Action', 'Adventure')",Sonic Forces,2017-11-07,39,637100,"Sonic Team,Hardlight"
Pixel Cream,"('Action', 'Indie', 'Sports')",Way of Redemption,2017-11-07,14,498740,Pixel Cream
"Cristian Manolachi, Atomic Fabrik","('Adventure', 'Casual', 'Indie')",Cutie Paws,2017-11-07,1,733940,Oriplay
Bethesda Softworks,"('Action',)",Wolfenstein II: The Freedom Chronicles - Season Pass,2017-11-07,24,650410,Machine Games
"Degica, Chara-Ani","('Action',)",Senko no Ronde 2 - Rounder Virtual On,2017-11-07,4,698226,G.rev Ltd.
"Degica, Chara-Ani","('Action',)",Senko no Ronde 2 - Rounder Valken,2017-11-07,4,698225,G.rev Ltd.
Cobalt Flow Studios,"('Action', 'Adventure', 'Indie')",Lone Vessel,2017-11-07,3,687420,Cobalt Flow Studios
Pixel Blade Games,"('Adventure', 'Indie', 'RPG')",Forever Home Soundtrack,2017-11-07,2,749190,Pixel Blade Games
Defiant Development,"('Action', 'Indie', 'RPG')",Hand of Fate 2 Soundtrack,2017-11-07,9,748680,Jeff van Dyck
Neuronality,"('Action', 'Casual', 'Indie', 'Massively Multiplayer')",Starblast,2017-11-08,9,673260,Neuronality
Shadow Blade Productions,"('Free to Play', 'Indie', 'RPG')",Team Four Star RPG,2017-11-08,0,712390,Shadow Blade Productions
Alexander Byzov,"('Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy')","Microcosmum: survival of cells - Campaign ""Aliens""",2017-11-07,4,736450,Alexander Byzov
Stunlock Studios,"('Action', 'Free to Play')",Battlerite,2017-11-08,0,504370,Stunlock Studios
AWS,"('Action', 'Simulation', 'Sports')",AWS Argentina Wingshooting Simulator,2017-11-08,3,718410,Curse Box Studios
VisualArts,"('Adventure', 'Casual', 'Simulation')","Little Busters! - Theme Song Single ""Little Busters!""",2017-11-08,2,744740,VisualArts/Key
Nicholas Fisher,"('Adventure', 'Indie', 'RPG', 'Strategy')",Rage Quest,2017-11-08,7,709290,Nicholas Fisher
Ionel Zeveleanu,"('Casual', 'Indie')",Happy Neighbors,2017-11-08,3,729980,Ionel Zeveleanu
alexeibelih,"('Casual', 'Indie')",Zombie Pop,2017-11-08,0,739350,alexeibelih
Fascimania,"('Action', 'Indie')",Boot Hill Blaster,2014-10-28,0,743660,Fascimania
The Game Creators,"('Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities', 'Web Publishing')",The Official AppGameKit Tutorial Guide Vol 2,2017-11-09,39,744150,"Digital Skills,The Game Creators"
Microids,"('Adventure',)",Syberia 3 - An Automaton with a plan,2017-11-09,4,673500,Microids
Slitherine Ltd.,"('Strategy',)","Warhammer 40,000: Sanctus Reach - Sons of Cadia",2017-11-09,14,716660,Straylight Entertainment
Virtuactions,"('Action', 'Indie')",Sector 177,2017-11-09,2,741720,Recreat4
Degica,"('Design &amp; Illustration', 'Utilities', 'Web Publishing')",RPG Maker MV - Wonderland Music Pack,2017-10-27,11,703461,Murray Atkinson
Outlaw,"('Action', 'Casual', 'Indie', 'Racing')",Low Desert Punk Original Soundtrack,2017-11-09,0,750300,"Outlaw,Douglas Brantes"
Degica,"('Design &amp; Illustration', 'Web Publishing')",RPG Maker VX Ace - Wonderland Music Pack,2017-11-09,11,703471,Murray Atkinson
Degica,"('Design &amp; Illustration', 'Web Publishing')",RPG Maker MV - Cinematic Drums,2017-11-09,12,703460,Bittersweet Entertainment
Degica,"('Design &amp; Illustration', 'Web Publishing')",RPG Maker VX Ace - Cinematic Drums,2017-11-09,12,703470,Bittersweet Entertainment
SEGA,"('Simulation', 'Sports')",Football Manager Touch 2018 - Son Generated,2017-11-09,1,711742,Sports Interactive
SEGA,"('Simulation', 'Sports')",Football Manager 2018 - In-Game Editor,2017-11-09,5,711730,Sports Interactive
SEGA,"('Simulation', 'Sports')",Football Manager Touch 2018 - Starting from the Bottom Challenge,2017-11-09,0,711744,Sports Interactive
"Synersteel Studio, LLC","('Action', 'Indie')",MC Lars 2: Brotherhood,2017-11-09,4,737470,"Synersteel Studio, LLC"
Ilex Games,"('Adventure', 'Indie', 'Early Access')",Inner Mazes - Souls Guides,2017-11-09,4,726820,Ilex Games
Xitilon,"('Indie', 'Simulation')",ШП TORRENT + ШП 9.5,2017-11-09,0,749590,Xeneder
SEGA,"('Simulation', 'Sports')",Football Manager Touch 2018 - Unlimited Scouting,2017-11-09,0,711743,Sports Interactive
SakuraGame,"('Adventure', 'Casual', 'Indie')",Tricolour Lovestory OST,2017-11-09,1,734400,HL-Galgame
Timuz Games,"('Action', 'Massively Multiplayer', 'RPG', 'Strategy')",Clash of Robots,2017-11-09,9,651560,Timuz Games
Double Dice Games,"('Adventure', 'Indie', 'RPG')",Willy-Nilly Knight,2017-11-10,14,610500,Double Dice Games
Double Dice Games,"('Adventure', 'Indie', 'RPG')",Willy-Nilly Knight - Collector's Expansion Pack,2017-11-10,9,639940,Double Dice Games
Red Line Games,"('Action', 'Indie')",Turf Wars,2017-11-10,9,713760,Red Line Games
Drew Wallace,"('Action', 'Indie')",Sword Bros,2017-11-10,4,680990,Drew Wallace
Paper Pirates,"('Adventure', 'Casual', 'Indie', 'Strategy')",Lost in the tomb,2017-11-10,0,732070,Sokolab
Astralax,"('Strategy',)",Onimod Land,2017-11-10,9,633660,Astralax
Profenix Studio SRLS,"('Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities')",S2ENGINE HD - Building Generator,2017-11-10,29,747520,Profenix Studio SRLS
Errigar Games,"('Action', 'Adventure', 'Indie')",Redium,2017-11-10,1,667420,Errigar Games
DRUNKEN APES,"('Action', 'Casual', 'Indie')",SPACE ASTEROID SHOOTER 🌀 RETRO ACHIEVEMENT ODYSSEY,2017-11-10,1,699460,DRUNKEN APES
MNB,"('Action', 'Adventure', 'Indie')",Zombie Waiting,2017-11-10,4,680550,MNB
Back To Basics Gaming,"('Adventure', 'Casual', 'Indie')",Lava Rolling Kid,2017-11-11,2,708250,"ElVery333,Raquel Covelo Suarez,ATopeCode"
ZezoGame,"('Casual', 'Indie')",Next,2017-11-11,0,728440,Pirotexnik
Brainwashing Games,"('RPG', 'Strategy', 'Early Access')",Worshippers,2017-11-11,9,734510,Brainwashing Games
Campus ADN,"('Adventure', 'Casual', 'Free to Play', 'Indie')",A Wonder,2017-11-10,0,683930,Class of  2016-2017
Salus Games,"('Casual', 'Indie')",Layers,2017-11-13,0,661330,Salus Games
Rocket Monster Games,"('Adventure', 'Casual', 'Indie', 'Strategy')",Super BoxMan Ultra,2017-11-13,1,742340,Rocket Monster Games
"Royal9Games, RoyalJL","('Action', 'Indie', 'Early Access')",Cosmic Trail,2017-11-13,4,727970,"Royal9Games,RoyalJL"
Frostbullet,"('Action', 'Adventure', 'Indie', 'Strategy')",STATUS: INSANE,2017-11-13,4,654430,Frostbullet
Enrick Lambert,"('Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports')",Clumsy Moose Season,2017-11-13,3,409410,Enrick Lambert
Vladimir Alekseev,"('Casual', 'Indie', 'Massively Multiplayer', 'Early Access')",Online Circle Pong,2017-11-14,2,737930,Vladimir Alekseev
OtakuMaker SARL,"('Casual', 'Indie', 'Strategy')",Time Killers: Spot Race,2017-11-13,0,735530,Space Fractal
Bigben Interactive,"('Action', 'Adventure')",Outcast – Second Contact Golden Weapons Pack,2017-11-14,1,685840,Appeal
Bigben Interactive,"('Action', 'Adventure')",Outcast - Second Contact Original Soundtrack,2017-11-14,3,685850,Appeal
NerdRage Studios Ltd.,"('Action', 'Indie')",Jump Gunners,2017-11-03,14,697660,NerdRage Studios Ltd.
Bigben Interactive,"('Action', 'Adventure')",Outcast - Second Contact,2017-11-14,34,618970,Appeal
Dexion Games,"('Action', 'Casual', 'Indie')",Space Chaos,2017-11-14,0,723060,Dexion Games
Aerosoft GmbH,"('Simulation',)",Fernbus Simulator - Usedom,2017-11-14,0,686280,TML-Studios
RDavis,"('Action', 'Adventure', 'Indie')",God Of Thunder,1994-09-30,0,738470,RDavis
Xitilon,"('Indie', 'Simulation')",ШПUG+ШПНЦ,2017-11-14,0,749660,NoseDevilEugen
2K,"('Simulation', 'Sports')",WWE 2K18 - Kurt Angle Pack,2017-11-14,4,704630,"Visual Concepts,Yuke's Co., LTD"
2K,"('Casual', 'Simulation')",Carnival Games® VR: Alley Adventure,2017-11-14,7,631690,Cat Daddy Games
WB Games,"('Action',)",Injustice™ 2 - Fighter Pack 1,2017-11-14,19,734281,"NetherRealm Studios,QLOC"
WB Games,"('Action',)",Injustice™ 2 - Power Girl,2017-11-14,19,731171,"NetherRealm Studios,QLOC"
Warner Bros. Interactive,"('Action',)",LEGO® Marvel Super Heroes 2,2017-11-14,39,647830,TT Games
WB Games,"('Action',)",Injustice™ 2 - Fighter Pack 2,2017-11-14,19,734282,"NetherRealm Studios,QLOC"
WB Games,"('Action',)",Injustice™ 2 - Red Hood,2017-11-14,5,721280,"NetherRealm Studios,QLOC"
WB Games,"('Action',)",Injustice™ 2 - Black Lightning,2017-11-14,39,747800,"NetherRealm Studios,QLOC"
WB Games,"('Action',)",Injustice™ 2 - Reverse Flash,2017-11-14,19,731172,"NetherRealm Studios,QLOC"
WB Games,"('Action',)",Injustice™ 2 - John Stewart,2017-11-14,39,731170,"NetherRealm Studios,QLOC"
BoxFrog Games,"('Action', 'Racing', 'Early Access')",Lost Wing,2017-11-14,4,556960,BoxFrog Games
Binary Fortress Software,"('Casual',)",JigsawMania,2017-11-14,4,729740,Binary Fortress Software
The Most,"('Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Sports', 'Strategy')",Bike of the Wild,2017-11-15,4,745180,The Most
SEGA,"('Strategy',)",Endless Space® 2 - Stellar Prisoner Update,2017-06-22,0,751840,AMPLITUDE Studios
SEGA,"('Strategy',)",Endless Space® 2 - Target Locked Update,2017-09-12,0,751830,AMPLITUDE Studios
SEGA,"('Strategy',)",Endless Space® 2 - Little Grin Man Update,2017-10-31,0,751831,AMPLITUDE Studios
retiRED Digital,"('Casual', 'Indie')",Space Lagat,2017-11-15,0,741560,Aproldvin
"Days of Wonder, Asmodee Digital","('Casual', 'Indie', 'Strategy')",Ticket to Ride - United Kingdom,2017-11-15,4,457200,Days of Wonder
1C Company,"('Indie', 'RPG', 'Strategy', 'Early Access')",Deep Sky Derelicts,2017-11-15,15,698640,Snowhound Games
Outright Games,"('Action',)",Ben 10,2017-11-15,29,703180,Torus Games
Big Fish Games,"('Adventure', 'Casual')",Mystery Tales: The Twilight World Collector's Edition,2017-11-15,12,740520,Domini Games
APPLEMINT,"('Action', 'Indie', 'Early Access')",The Mirage : Illusion of wish,2017-11-15,7,680250,APPLEMINT
Unreal Software,"('Action', 'Casual', 'Free to Play', 'Indie')",CS2D,2004-12-24,0,666220,Unreal Software
Trion Worlds,"('Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG')",Trove - Infinium Chef Pack,2017-11-14,19,747020,Trion Worlds
SakuraGame,"('Adventure', 'Casual', 'Indie')",Grobda Remix,2017-11-15,1,739000,"C.U.M原创游戏,幽兰工房"
Dexion Games,"('Action', 'Casual', 'Indie')",Retro Space Shooter,2017-11-16,0,735840,Dexion Games
Raw Fury,"('Indie',)",Uurnog Uurnlimited,2017-11-16,14,678850,Nifflas Games
SEGA,"('Strategy',)",Endless Space® 2 - Galactic Statecraft Update,2017-11-16,0,751832,AMPLITUDE Studios
Industry Games,"('Action', 'Adventure', 'Massively Multiplayer', 'RPG')",Kings and Heroes,2017-11-16,19,436560,Industry Games
Artifex Mundi,"('Adventure', 'Casual')",Endless Fables 2: Frozen Path,2017-11-16,14,699780,Sunward Games
Achpile,"('Casual', 'Indie')",AchBall,2017-11-17,0,739180,Achpile
KillHouse Games,"('Action', 'Indie', 'Early Access')",Door Kickers: Action Squad,2017-11-17,11,686200,"PixelShard,KillHouse Games"
"KOEI TECMO GAMES CO., LTD.","('RPG',)","Nights of Azure 2 - Side story, The Foreigner in a Wonderland of Sweets",2017-11-17,0,743270,"KOEI TECMO GAMES CO., LTD."
SolarLune Games,"('Action', 'Adventure', 'Indie')",Gearend,2017-11-17,9,574500,SolarLune Games
Narko Games,"('Action', 'Adventure', 'Casual', 'Indie', 'Sports', 'Early Access')",AI Dummy,2017-11-17,1,744220,Narko Games
SoftWeir Inc.,"('Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities', 'Video Production', 'Web Publishing')",001 Game Creator - Point &amp; Click Adventure Kit,2017-11-17,14,567360,SoftWeir Inc.
Exploding Tuba Studios,"('Action', 'Adventure', 'Indie')",Divide,2017-11-17,19,687270,Exploding Tuba Studios
34BigThings srl,"('Racing',)",Redout - Space Exploration Pack,2017-11-17,9,728910,34BigThings srl
CarX Technologies,"('Massively Multiplayer', 'Racing', 'Simulation', 'Sports')",CarX Drift Racing Online,2017-11-17,9,635260,CarX Technologies
RewindApp,"('Casual', 'Indie')",Solar System,2017-11-17,0,741120,RewindApp
OtakuMaker SARL,"('Action', 'Casual', 'Indie', 'Strategy')",Lab 03 Yrinth : Soundtrack OST,2017-11-17,0,742021,"XiNFiNiTY Games,Nova Studios"
Choice of Games,"('Adventure', 'Indie', 'RPG')",NOLA is Burning,2017-11-17,3,752810,Choice of Games
My.com,"('Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy')",Armored Warfare,2015-10-08,0,443110,"Obsidian Entertainment,My.com"
Silhouette Wolf,"('Action', 'Adventure', 'Casual', 'Indie')",The Mimic,2017-11-17,14,624990,Silhouette Wolf
Rock Path Collective,"('Casual', 'Indie')",QUBIC: Soundtrack,2017-11-17,0,700350,Kähm
OtakuMaker SARL,"('Action', 'Casual', 'Indie', 'Strategy')",Lab 03 Yrinth,2017-11-17,1,742010,"XiNFiNiTY Games,Nova Studios"
NodziGames,"('Action', 'Adventure', 'Indie')",SEGFAULT,2017-11-18,7,715290,NodziGames
OtakuMaker SARL,"('Action', 'Casual', 'Indie', 'Strategy')",Lab 03 Yrinth : Master Levels,2017-11-17,0,742020,"XiNFiNiTY Games,Nova Studios"
Collector_collector,"('Action', 'Adventure', 'Casual', 'Indie', 'Simulation')",Salt Thrust,2017-11-03,6,736230,Collector_collector
TheGoldenEyed,"('Indie',)",Masked and Mysterious,2017-11-18,9,740720,TheGoldenEyed
Game e Arte,"('Action', 'Adventure', 'Indie')",The New California,2017-11-19,7,699510,Game e Arte
Los Exaltados,"('Casual', 'Indie', 'Strategy')",Goblins Keep Coming - Tower Defense,2017-11-20,1,739850,Los Exaltados
Leonardo Alexandrino,"('Action', 'Casual', 'Indie')",You are a torpedo AI,2017-11-20,1,750820,Leonardo Alexandrino
WySix,"('Casual',)",Unite Cell,2017-11-16,0,748530,WySix
Fishing Planet LLC,"('Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports')",Fishing Planet: Grand Smallie's Pack,2017-11-20,14,591987,Fishing Planet LLC
TSS Studio,"('Adventure', 'Casual', 'Indie', 'Simulation')",Soldier of Failure: Operation Zombie,2017-11-20,1,748760,TSS Studio
"You42, Inc.","('Action', 'Casual', 'Free to Play')",Wonky Ship,2015-09-10,0,742630,Kiz Studios
"Evgeny Apel, Pavel Rodionov, Ivan Ilchenko","('Casual', 'Indie')",Writers,2017-11-20,3,649990,"Evgeny Apel,Pavel Rodionov,Ivan Ilchenko"
AutoAttack Games,"('Indie', 'Strategy', 'Early Access')",Legion TD 2,2017-11-20,19,469600,AutoAttack Games
Magic and Mirrors,"('Action', 'Indie', 'Early Access')",Nelo,2017-11-20,19,537000,Magic and Mirrors
SIXNAILS,"('Casual', 'Indie')",EXIT 3 - Painter,2017-11-20,4,730670,"xropi,stev3ns"
Koloss Kolektiv,"('Action', 'Casual', 'Indie')",Slimebrawl,2017-11-20,5,690000,Koloss Kolektiv
Wurrad,"('Action', 'Indie', 'RPG')",Remaya Idle,2017-11-20,2,731880,Wurrad
Solomakha  Taras,"('Action', 'Indie', 'Simulation', 'Strategy', 'Early Access')",No King No Kingdom,2017-11-21,14,726000,Solomakha Taras
Random developers,"('Strategy',)",Morps,2017-11-21,5,725540,Random developers
Golden Bear's Company,"('Action', 'Adventure', 'Indie')",Barrimean Jungle,2017-11-06,6,749650,Golden Bear's GAMEWORKS
Dovetail Games,"('Simulation', 'Sports')",Euro Fishing: Le Lac d'or,2017-11-21,10,321472,Dovetail Games - Fishing
W.T.B.,"('Action', 'Indie')",Last Anime boy: Saving loli,2017-11-23,0,750210,CSM
André Bertaglia,"('Casual', 'Indie', 'Racing', 'Sports')",JumpBall 2,2017-11-21,1,750870,André Bertaglia
CarX Technologies,"('Massively Multiplayer', 'Racing', 'Simulation', 'Sports')",CarX Drift Racing Online - The Royal Trio,2017-11-21,2,752440,CarX Technologies
704 Games Company,"('Racing',)",NASCAR Heat 2 - November Value Pack,2017-11-21,4,747720,Monster Games
704 Games Company,"('Racing',)",NASCAR Heat 2 - Free November Toyota Pack,2017-11-21,0,747721,Monster Games
704 Games Company,"('Racing',)",NASCAR Heat 2 - November Jumbo Expansion,2017-11-21,9,752630,Monster Games
Bullid Games,"('Casual', 'Indie')",Keep Rollin!,2017-11-21,1,742540,Bullid Games
ninjadodogames,"('Casual', 'Indie', 'Simulation')",Guppy,2013-10-25,2,698500,ninjadodogames
Loophole Interactive,"('Action', 'Casual', 'Indie')",King of the Couch: Zoovival,2017-11-21,9,724350,Loophole Interactive
ImaginationOverflow,"('Action', 'Casual', 'Indie')",Stellar Interface - Golden Interface,2017-11-21,0,750150,ImaginationOverflow
Steven Mildenhall,"('Action', 'Adventure', 'Indie', 'Early Access')",AgeOfDarkness,2017-11-21,17,718070,Steven Mildenhall
KirUn,"('Casual', 'Indie')",Squarism,2017-11-21,1,745030,"KirUn,algamedev,Alexander M"
20letpast,"('Action', 'Adventure')",Eseapner,2017-11-22,9,740500,20letpast
inbetweengames,"('Action', 'Adventure', 'Casual', 'Indie')",The Mammoth: A Cave Painting,2015-08-24,0,751690,inbetweengames
BurstRay Games,"('Adventure', 'Casual', 'Indie')",Galaxy Girls - Sara Remembers,2017-11-22,2,576615,BurstRay Games
BurstRay Games,"('Adventure', 'Casual', 'Indie')",Galaxy Girls - Emilia Sneaks Aboard,2017-11-22,2,576616,BurstRay Games
Dovetail Games - Trains,"('Simulation',)",TS Marketplace: GWR Large Prairies Lined Liveries Add-on,2017-11-22,4,623267,Victory Works
Nowhere Town,"('Adventure', 'Indie')",Going Nowhere: The Dream,2017-11-22,7,691240,Nowhere Town
CloudTheWolf Games,"('Adventure', 'RPG')",Moving Day,2017-11-20,1,750020,CloudTheWolf Games
"Rocketeer Games Studio, LLC","('Action', 'Adventure', 'Free to Play', 'Indie', 'Simulation')",Red Crucible®: Reloaded,2015-09-15,0,732730,"Rocketeer Games Studio, LLC"
Nerd Owl Studios,"('Casual', 'Indie', 'Simulation', 'Strategy')",Flow Handcrafted,2017-11-22,1,747810,Tolgahan Kangal
Allegorithmic,"('Animation &amp; Modeling', 'Design &amp; Illustration')",Substance Painter 2018,2017-11-21,149,744570,Allegorithmic
Big Blue Bubble,"('Action', 'Indie')",Zombie Bloxx,2017-11-22,4,713090,Roosh Interactive
"PQube Limited, SONNORI Corp","('Action', 'Adventure', 'Indie')",White Day - Japanese Uniform - Ji-Min Yoo,2017-11-13,1,742690,SONNORI Corp
"SONNORI Corp, PQube Limited","('Action', 'Adventure', 'Indie')",White Day - Japanese Uniform - Sung-A Kim,2017-11-13,1,742670,SONNORI Corp
"PQube Limited, SONNORI Corp","('Action', 'Adventure', 'Indie')",White Day - Japanese Uniform - So-Young Han,2017-11-13,1,742660,SONNORI Corp
"PQube Limited, SONNORI Corp","('Action', 'Adventure', 'Indie')",White Day - Japanese Uniform - Ji-Hyeon Seol,2017-11-13,1,742680,SONNORI Corp
SuperTry Studios,"('Indie', 'RPG', 'Strategy')",Haque,2017-11-22,14,662540,SuperTry Studios
Virtual Racing Industries Ltd.,"('Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports')",VRC PRO off-road track: BUGGYLAND FUENCARRAL Spain,2017-11-23,4,678732,Virtual Racing Industries Ltd.
Aghayeva and Ko s.r.o.,"('Adventure', 'Casual', 'Indie', 'Early Access')",Joumee The Hedgehog,2017-11-23,1,673220,Aghayeva and Ko s.r.o.
RMking,"('RPG',)",Reformers-变革者,2017-11-24,9,727830,RMking
DNB Media,"('Casual', 'Indie', 'Simulation')",Now Man Flies,2017-11-23,0,739690,Epic Fire
alexeibelih,"('Action', 'Casual', 'Indie')",Hell Survive,2017-11-23,0,749510,alexeibelih
ALEKSANDER CHIEPAIKIN,"('Indie',)",3-in-1 Bundle Brain Trainings,2017-11-23,5,743400,ALEKSANDER CHIEPAIKIN
ANV Team,"('Action',)",Snake: Road to apple,2017-11-24,0,731230,ANV Team
Aweswan studios,"('Casual', 'RPG', 'Simulation', 'Strategy')",Depopulation,2017-11-24,4,718210,Aweswan studios
Carbon Games,"('Action', 'Indie', 'RPG', 'Strategy', 'Early Access')",AirMech Wastelands,2017-11-24,19,595770,Carbon Games
"Acme Nerd Games, LLC","('Adventure', 'Simulation', 'Early Access')","Houston, We Have Spinach!",2017-11-24,7,734870,"Acme Nerd Games, LLC"
OtakuMaker SARL,"('Action', 'Casual', 'Indie')",Trigonometry,2017-11-24,0,749990,XiNFiNiTY Games
Halycon Media,"('Simulation',)",OMSI 2 Add-on Downloadpack Vol. 5 – KI-Menschen,2017-11-27,6,708172,Halycon Media
Cole Fusion Studios,"('RPG',)",Magilore,2017-11-03,0,724520,Cole Kitroser
Pandamonium Games Design,"('Adventure', 'Casual', 'Indie', 'RPG', 'Early Access')",The Balloonist: Beyond the Clouds.,2017-11-28,4,681380,"Pandamonium Games Design,Main Leaf"
Stefan Fleischer,"('Action', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access')",Tank Wars: Anniversary Edition,2017-11-27,7,697950,Stefan Fleischer
Illwinter Game Design,"('Indie', 'Strategy')",Dominions 5 - Warriors of the Faith,2017-11-27,39,722060,Illwinter Game Design
Born in 1978,"('Action', 'Casual', 'Indie')",Boinks,2017-11-27,2,731560,Born in 1978
Ludo Land,"('Indie',)",Box Looter 2018,2017-11-27,0,746570,Ludo Land
D3 PUBLISHER,"('RPG',)",Elminage ORIGINAL - Priestess of Darkness and The Ring of the Gods,2017-11-28,9,618710,"Starfish-SD Inc,mebius"
Hikati Games LLC,"('Indie', 'Strategy', 'Early Access')",TurretMaster,2017-11-28,2,685570,Hikati Games
Atriagames,"('Action', 'Adventure', 'Indie')",Ropelike,2017-11-28,0,655140,Atriagames
Coconut Tree Studio,"('Action', 'Adventure', 'Indie')",Super Meat Shooter - Artworks,2017-11-28,0,761230,Drop_Dead_Fred (Фред)
Interplay Entertainment Corp.,"('Adventure', 'RPG')",Prehistorik 2,1993-01-01,9,749140,Titus Interactive
Tower Up Studios,"('Action', 'Indie')",Super Dungeon Boy,2017-11-29,0,718180,Tower Up Studios
Aerosoft GmbH,"('Simulation',)",Fernbus Simulator - Multimedia Package,2017-11-29,3,602730,TML-Studios
AeroSoft GmbH,"('Simulation',)",Fernbus Simulator - Comfort Class HD,2017-11-29,12,724420,TML-Studios
Speedy,"('Indie', 'Massively Multiplayer', 'Simulation', 'Sports', 'Early Access')",Soccer Simulation,2017-11-29,14,719970,Speedy
